estado,municipio,juntas,income2020,calculo_ind,pob_tot,pob_ind,pob_no_ind,no_esp,por,por_ind,por_no_ind,por_no_esp,lat,lon,alt,pob,pob_male,pob_female,houses,ext,porcentaje_ext,densidad,localidades
07 Chiapas,044 Ixtapa,,24529.67877,m,27193,8449,18728,16,1,0.311,0.689,0.001,16.81133994,-92.91853646,1175.311828,28999,14242,14669,6169,279.0793644,0.003806789,103.90951,71
07 Chiapas,045 Ixtapangajoya,,24159.84725,c,5765,2320,3445,0,1,0.402,0.598,0,17.47905679,-92.98698192,306.25,6284,3112,3144,1535,107.2437677,0.001462861,58.59547956,22
07 Chiapas,046 Jiquipilas,,27846.36899,m,38689,5048,33641,0,1,0.13,0.87,0,16.56763388,-93.64423004,608.2233857,41063,19808,20201,11277,1301.32625,0.017750773,31.55473118,351
07 Chiapas,047 Jitotol,,21832.65973,m,22929,16505,6391,33,1,0.72,0.279,0.001,17.09221765,-92.84076461,1434.015152,24966,12409,12527,5443,235.2557962,0.003209012,106.1227838,59
07 Chiapas,048 Juárez,,32637.11153,m,20583,5031,15494,58,1,0.244,0.753,0.003,17.69384992,-93.18680698,46.5625,21807,10772,11035,6098,742.7981656,0.010132157,29.35790772,48
07 Chiapas,020 La Concordia,,23688.36714,m,46962,4298,42664,0,1,0.092,0.908,0,15.91657069,-92.85833395,855.2558426,49916,24053,23861,12262,2571.821665,0.035080997,19.41036608,538
07 Chiapas,036 La Grandeza,,20524.67452,m,7153,633,6495,25,1,0.088,0.908,0.003,15.50933737,-92.22205602,2146.571429,7701,3758,3933,1538,48.69080148,0.000664168,158.1612906,47
07 Chiapas,041 La Independencia,,23335.17185,m,43483,3843,39640,0,1,0.088,0.912,0,16.21659998,-91.73766359,1205.104,46409,22538,23804,11089,514.2315519,0.007014388,90.24922689,120
07 Chiapas,050 La Libertad,,27819.90504,m,4985,246,4733,6,1,0.049,0.949,0.001,17.57650172,-91.74962538,42.45263158,5232,2521,2566,1586,456.6088479,0.006228384,11.45838506,68
07 Chiapas,099 La Trinitaria,,25784.97235,m,78014,11445,66569,0,1,0.147,0.853,0,16.01614304,-91.93193984,970.4138577,83111,39693,42581,20865,1602.915669,0.021864611,51.8498893,436
07 Chiapas,049 Larráinzar,,18256.33361,c,28111,27849,262,0,1,0.991,0.009,0,16.91311781,-92.76411653,1908.607595,31259,15204,16055,5989,148.7943135,0.002029633,210.0819532,78
07 Chiapas,052 Las Margaritas,,21914.72604,m,131714,99101,32602,11,1,0.752,0.248,0,16.33812942,-91.75611843,1188.94274,141027,68635,71899,28906,3015.396369,0.041131589,46.76897587,428
07 Chiapas,075 Las Rosas,,27962.617,m,27193,5680,21513,0,1,0.209,0.791,0,16.3588471,-92.37208661,1423.428571,28829,14005,14595,7232,234.80868,0.003202914,122.7765515,117
07 Chiapas,051 Mapastepec,,30149.30429,m,43386,2987,40346,53,1,0.069,0.93,0.001,15.42328389,-92.94730095,66.62890625,46130,21876,22583,12777,1219.5612,0.016635455,37.82508005,544
07 Chiapas,115 Maravilla Tenejapa,,20501.41735,c,13404,8718,4686,0,1,0.65,0.35,0,16.20787103,-91.25920409,283.6764706,14714,7328,7380,2952,542.8541696,0.007404816,27.1048853,33
07 Chiapas,116 Marqués de Comillas,,17983.62744,m,11819,6872,4935,12,1,0.581,0.418,0.001,16.21606432,-90.75932743,174.4642857,12892,6497,6394,2898,909.2821077,0.012403085,14.17821806,27
07 Chiapas,053 Mazapa de Madero,,22526.1566,m,7472,2273,5187,12,1,0.304,0.694,0.002,15.36291459,-92.18892885,1781.240741,7901,3877,3989,1695,110.2999802,0.00150455,71.6319258,52
07 Chiapas,054 Mazatán,,29624.58884,m,26363,233,26108,22,1,0.009,0.99,0.001,14.87903197,-92.46864216,13.25454545,28250,13829,14123,7818,382.6119962,0.005219028,73.83459035,101
07 Chiapas,055 Metapa,,27163.99596,m,5550,746,4797,7,1,0.134,0.864,0.001,14.826944,-92.19798971,92.57142857,5876,2754,3119,1574,22.75597464,0.000310403,258.2179007,7
07 Chiapas,124 Mezcalapa,,,m,22217,8643,13562,12,1,0.389,0.61,0.001,17.22003183,-93.59545981,209.4902913,23847,11425,11907,5811,746.7678102,0.010186305,31.9336207,167
07 Chiapas,056 Mitontic,,18046.85493,c,12176,12067,107,2,1,0.991,0.009,0,16.87647322,-92.5713735,1926.722222,13755,6733,7022,2712,36.53545967,0.000498363,376.4835621,18
07 Chiapas,117 Montecristo de Guerrero,,17245.42295,m,7790,125,7662,3,1,0.016,0.984,0,15.67598908,-92.64363558,1172.658824,8412,4161,4151,1829,197.8999468,0.002699459,42.50632775,43
07 Chiapas,057 Motozintla,,25888.80239,m,71000,5715,65241,44,1,0.08,0.919,0.001,15.30053648,-92.34222962,1378.134293,76398,37222,38805,16617,584.3147572,0.00797036,130.7480242,383
07 Chiapas,058 Nicolás Ruíz,,18578.55697,c,4452,2192,2260,0,1,0.492,0.508,0,16.437073,-92.585347,732,4765,2440,2325,1049,29.52778655,0.000402775,161.3734234,1
07 Chiapas,059 Ocosingo,,21552.08198,m,216477,193160,23294,23,1,0.892,0.108,0,16.87456254,-91.84025354,804.8597348,234661,114158,117495,46891,9580.169451,0.130678538,24.49445192,1285
07 Chiapas,060 Ocotepec,,16707.06476,c,12776,12448,328,0,1,0.974,0.026,0,17.2185514,-93.17352523,1449.675,14088,6879,7209,2929,61.13873784,0.000833964,230.4267392,40
07 Chiapas,061 Ocozocoautla de Espinosa,,31657.64544,m,91459,21740,69670,49,1,0.238,0.762,0.001,16.78524643,-93.43055427,782.3586854,97392,46839,48226,23914,2083.92397,0.028425816,46.73730972,754
07 Chiapas,062 Ostuacán,,27660.15096,m,17249,3355,13747,147,1,0.195,0.797,0.009,17.4399548,-93.4171423,174.725,18469,9088,9193,4487,597.9889052,0.008156882,30.8851884,110
07 Chiapas,063 Osumacinta,,23279.82965,c,3726,747,2979,0,1,0.2,0.8,0,16.88863312,-93.07053871,922.4705882,3983,1970,1995,1042,92.29735391,0.001258984,43.15399988,14
07 Chiapas,064 Oxchuc,,15139.66295,c,50514,49445,1061,8,1,0.979,0.021,0,16.79369155,-92.29872095,1827.290698,54932,27497,27397,10105,416.4669927,0.005680828,131.9000088,161
07 Chiapas,065 Palenque,,31331.69835,m,123230,74253,48867,110,1,0.603,0.397,0.001,17.50378531,-91.90149685,84.41870351,132264,64322,66493,33718,2887.977614,0.03939353,45.7984852,683
07 Chiapas,066 Pantelhó,,17884.89113,c,24243,21829,2410,4,1,0.9,0.099,0,17.06367529,-92.45551339,921.9296875,26391,12892,13395,4931,192.5393757,0.002626338,137.0680667,121
07 Chiapas,067 Pantepec,,19517.78351,m,11261,8798,2445,18,1,0.781,0.217,0.002,17.18994,-93.05517925,1437.816667,12266,6036,6194,2938,105.6748139,0.00144146,116.0730693,47
07 Chiapas,068 Pichucalco,,37765.06573,m,30242,3226,26909,107,1,0.107,0.89,0.004,17.52862272,-93.16792153,123.6823529,31919,15608,16225,8604,593.1492736,0.008090867,53.81276083,77
07 Chiapas,069 Pijijiapan,,28921.96999,m,48784,2736,46021,27,1,0.056,0.943,0.001,15.64350524,-93.20025357,59.79767828,51169,23761,24933,14931,1756.607267,0.023961045,29.14311068,820
07 Chiapas,072 Pueblo Nuevo Solistahuacán,,20136.32616,m,27005,13552,13198,255,1,0.502,0.489,0.009,17.211913,-92.84755902,1185.918605,29636,14404,15165,6506,177.6760911,0.002423595,166.7979063,73
07 Chiapas,073 Rayón,,22024.67127,m,9907,8607,1292,8,1,0.869,0.13,0.001,17.19990389,-92.9982353,1503.957447,10866,5318,5484,2407,64.94399559,0.00088587,167.313389,37
07 Chiapas,074 Reforma,,42788.85717,m,42560,2637,39691,232,1,0.062,0.933,0.005,17.86931134,-93.2255364,27.94285714,44829,21908,22921,12523,434.8979113,0.005932236,103.0793638,35
07 Chiapas,121 Rincón Chamula San Pedro,,,m,7991,7756,230,5,1,0.971,0.029,0.001,17.20831733,-92.93035656,1748.888889,8718,4027,4691,1847,77.9969747,0.00106392,111.773566,8
07 Chiapas,076 Sabanilla,,18425.83631,m,27663,26002,1656,5,1,0.94,0.06,0,17.30479451,-92.58546588,476.4324324,29889,14919,14963,6775,249.9519099,0.003409475,119.5790023,71
07 Chiapas,077 Salto de Agua,,23145.42493,m,59659,56701,2946,12,1,0.95,0.049,0,17.42112839,-92.20805735,119.7669377,64251,31639,32156,14760,1233.345526,0.01682348,52.09489042,315
07 Chiapas,118 San Andrés Duraznal,,17610.02154,c,5590,5275,314,1,1,0.944,0.056,0,17.158859,-92.79624436,1017.071429,6047,2922,3112,1311,38.33659002,0.000522931,157.7344254,13
07 Chiapas,078 San Cristóbal de las Casas,,34896.77545,m,203593,97970,105333,290,1,0.481,0.517,0.001,16.69297313,-92.61139173,2207.557252,215874,102279,113570,52718,394.1730237,0.005376727,547.6630491,126
07 Chiapas,079 San Fernando,,26517.64006,m,39538,4747,34773,18,1,0.12,0.879,0,16.90337015,-93.2215116,877.589372,41793,20689,20752,10483,359.5389753,0.0049043,116.2405271,150
07 Chiapas,112 San Juan Cancuc,,12808.54224,c,34632,34233,384,15,1,0.988,0.011,0,16.9419694,-92.38709371,1198.022222,37948,18517,19431,6960,173.0404338,0.002360362,219.3013457,43
07 Chiapas,110 San Lucas,,17701.11457,m,7002,3824,3161,17,1,0.546,0.451,0.002,16.60063864,-92.70023343,711.1428571,7526,3788,3728,1831,94.03569023,0.001282696,80.03344243,8
07 Chiapas,119 Santiago el Pinar,,15545.60533,c,4502,4455,47,0,1,0.99,0.01,0,16.94811526,-92.72015847,1574.210526,4959,2445,2504,911,16.5358206,0.000225557,299.8944002,18
07 Chiapas,080 Siltepec,,19113.23605,m,23992,162,23797,33,1,0.007,0.992,0.001,15.54019768,-92.34189779,1700.803738,25937,13021,12904,5208,384.5402111,0.00524533,67.44938307,103
07 Chiapas,081 Simojovel,,20655.5194,m,47879,33950,13751,178,1,0.709,0.287,0.004,17.1459909,-92.67101638,723.557377,52935,25836,26991,10718,313.9449718,0.004282374,168.6123517,119
07 Chiapas,082 Sitalá,,16295.51042,c,14289,13604,684,1,1,0.952,0.048,0,17.04035244,-92.35204995,994.5789474,15518,7573,7832,3222,105.4027936,0.001437749,147.2256994,120
07 Chiapas,083 Socoltenango,,25351.05169,m,18008,2481,15512,15,1,0.138,0.861,0.001,16.17753989,-92.36669437,677.7542373,19092,9326,9603,5061,632.7437616,0.008630957,30.17335162,99
07 Chiapas,084 Solosuchiapa,,22983.87122,m,7983,3764,4205,14,1,0.472,0.527,0.002,17.39538971,-93.01351078,365.1666667,8561,4292,4164,2060,156.3277166,0.002132392,54.76316155,63
07 Chiapas,085 Soyaló,,22060.67452,m,10124,5083,5032,9,1,0.502,0.497,0.001,16.91340939,-92.96631561,1005.826087,10890,5458,5418,2567,96.08498734,0.00131065,113.3371643,20
07 Chiapas,086 Suchiapa,,30155.97883,m,24284,368,23898,18,1,0.015,0.984,0.001,16.6097792,-93.10131319,556.86,25627,12586,12733,6362,283.8848884,0.003872339,90.27250499,91
07 Chiapas,087 Suchiate,,27108.55289,m,38988,597,38370,21,1,0.015,0.984,0.001,14.64347817,-92.22040315,10.97395833,41672,20298,21030,11045,236.1197442,0.003220797,176.4867235,136
07 Chiapas,088 Sunuapa,,20838.59147,c,2167,1241,926,0,1,0.573,0.427,0,17.4843795,-93.24720736,272.5,2308,1166,1127,561,78.33514054,0.001068532,29.46315005,13
07 Chiapas,089 Tapachula,,36251.73676,m,330312,8052,321043,1217,1,0.024,0.972,0.004,14.94503838,-92.30291767,373.9494949,353706,171000,181688,96307,980.1375588,0.013369591,360.8738354,526
07 Chiapas,090 Tapalapa,,21029.89287,c,4144,4047,97,0,1,0.977,0.023,0,17.22910373,-93.11729314,1397.5,4547,2204,2335,1102,66.0989993,0.000901625,68.79075399,20
07 Chiapas,091 Tapilula,,28249.25537,m,12723,6217,6492,14,1,0.489,0.51,0.001,17.25417939,-93.00908704,897.9285714,13592,6522,6988,3462,37.42312612,0.000510471,363.1978781,49
07 Chiapas,092 Tecpatán,,27611.8649,m,20050,12543,7239,268,1,0.626,0.361,0.013,17.16205241,-93.38478616,424.3464286,21426,10453,10579,5804,521.655418,0.007115654,41.07309013,197
07 Chiapas,093 Tenejapa,,18318.35494,c,44321,43433,885,3,1,0.98,0.02,0,16.84337494,-92.48226827,1875.537313,48162,23306,24852,9207,192.460861,0.002625267,250.243087,66
07 Chiapas,094 Teopisca,,24484.74961,m,46224,29302,16911,11,1,0.634,0.366,0,16.56029824,-92.51529093,1783.022059,49499,23883,25502,11179,283.506612,0.003867179,174.5955752,109
07 Chiapas,096 Tila,,13243.07454,m,77502,76465,1037,0,1,0.987,0.013,0,17.35225259,-92.48236941,765.9177215,83505,41682,41790,17999,801.2584645,0.010929586,104.2173078,157
07 Chiapas,097 Tonalá,,33071.3923,m,86961,1196,85595,170,1,0.014,0.984,0.002,15.98635365,-93.67814181,59.62255466,91909,44201,45863,25573,1852.511865,0.025269234,49.61533675,551
07 Chiapas,098 Totolapa,,20615.07585,m,6740,1868,4860,12,1,0.277,0.721,0.002,16.51573703,-92.68347655,595.5151515,7211,3615,3553,1735,168.5286408,0.002298819,42.78797933,20
07 Chiapas,100 Tumbalá,,19184.8521,c,35306,34611,695,0,1,0.98,0.02,0,17.30826976,-92.28018029,778.124031,38025,18458,19473,7972,402.1949076,0.00548615,94.54371321,124
07 Chiapas,102 Tuxtla Chico,,30394.76438,m,38704,936,37636,132,1,0.024,0.972,0.003,14.93101815,-92.18684885,294.3272727,41024,19762,21231,10633,165.8473694,0.002262245,247.359968,51
07 Chiapas,101 Tuxtla Gutiérrez,,45327.72226,m,574359,31202,540486,2671,1,0.054,0.941,0.005,16.70912125,-93.13655959,795.4674556,604147,287386,316500,166210,334.8794572,0.004567932,1804.073039,126
07 Chiapas,103 Tuzantán,,26358.35258,m,28590,2099,26491,0,1,0.073,0.927,0,15.13527483,-92.42052785,192.7391304,30302,14805,15320,7711,174.2462361,0.00237681,173.903326,115
07 Chiapas,104 Tzimol,,26582.80967,m,15820,1096,14724,0,1,0.069,0.931,0,16.1223123,-92.24446037,785.5819672,16560,7973,8329,4671,358.1893951,0.004885891,46.23252454,95
07 Chiapas,105 Unión Juárez,,25701.35312,m,15075,1543,13516,16,1,0.102,0.897,0.001,15.06216632,-92.09690454,1273,16008,7822,8138,3938,62.03545653,0.000846196,258.0459772,37
07 Chiapas,106 Venustiano Carranza,,20411.28195,m,63249,44910,18236,103,1,0.71,0.288,0.002,16.32360121,-92.55754151,682.7619048,67292,33075,33364,17906,1359.98889,0.018550962,49.47981599,307
07 Chiapas,071 Villa Comaltitlán,,27836.90326,m,27389,1021,26338,30,1,0.037,0.962,0.001,15.19182582,-92.58989195,115.2269939,30297,14282,14624,7682,445.4622712,0.006076339,68.0124939,138
07 Chiapas,107 Villa Corzo,,21028.84734,m,61710,3754,57456,500,1,0.061,0.931,0.008,16.10474877,-93.22621139,729.1875,65643,29857,31068,16824,2387.019373,0.032560197,27.49998628,1250
07 Chiapas,108 Villaflores,,27991.72137,m,103890,3028,100821,41,1,0.029,0.97,0,16.34070499,-93.32832361,684.9730377,109536,51718,53840,29277,1899.400825,0.025908824,57.66871244,1107
07 Chiapas,109 Yajalón,,25814.69047,m,37026,32544,4478,4,1,0.879,0.121,0,17.18594476,-92.32682717,1060.091286,40285,19473,20588,8753,209.2647233,0.002854481,192.5073628,223
07 Chiapas,111 Zinacantán,,21800.59936,c,42251,41549,696,6,1,0.983,0.016,0,16.72427288,-92.77964663,1946.953846,45373,21115,24258,9129,194.6066097,0.002654536,233.1524097,61
08 Chihuahua,000 Chihuahua,,60263.32821,,,,,,,,,,28.17404401,-106.7855955,1650.639384,3741739,1834995,1874941,1146884,247412.6216,0.126189296,15.12400207,67
08 Chihuahua,001 Ahumada,,47294.41307,m,13893,1382,12332,179,1,0.099,0.888,0.013,30.48116473,-106.4864404,1289.763672,14635,7074,7064,4228,16910.04824,0.068347557,0.865461753,181
08 Chihuahua,002 Aldama,,44085.20285,m,24823,1476,23326,21,1,0.059,0.94,0.001,28.9273885,-105.7251417,1249.016194,26047,12635,13047,8242,9216.32577,0.037250831,2.826180481,166
08 Chihuahua,003 Allende,,48334.37526,m,21834,254,21561,19,1,0.012,0.987,0.001,28.32395759,-100.8847534,398.8719512,23056,11382,11567,6852,2133.137249,0.00862178,3.978646946,87
08 Chihuahua,004 Aquiles Serdán,,43143.8419,m,20255,436,19758,61,1,0.022,0.975,0.003,28.58593772,-105.8828513,1557.473684,24344,10700,10643,7104,495.3762257,0.002002227,49.14244717,22
08 Chihuahua,005 Ascensión,,49478.25547,m,24759,629,24089,41,1,0.025,0.973,0.002,31.2616428,-107.7470806,1277.599156,26093,12998,12742,7925,12859.93246,0.051977673,2.029015323,170
08 Chihuahua,006 Bachíniva,,42932.04075,m,5513,672,4831,10,1,0.122,0.876,0.002,28.8552109,-107.2869976,1999.894309,5807,2848,2780,2003,952.1666101,0.003848497,6.098722575,69
08 Chihuahua,007 Balleza,,30068.05326,c,15346,10075,5261,10,1,0.657,0.343,0.001,26.73267653,-106.5350647,2223.070261,16406,7636,7857,4314,5370.56068,0.021706899,3.061132902,413
08 Chihuahua,008 Batopilas de Manuel Gómez Morín,,17026.91704,c,10467,7241,3222,4,1,0.692,0.308,0,26.95283551,-107.7159335,1331.862237,11270,5077,5225,2825,2137.117226,0.008637867,5.273458968,398
08 Chihuahua,009 Bocoyna,,28424.20142,m,21779,11346,10311,122,1,0.521,0.473,0.006,27.78903595,-107.6101807,2344.377451,23348,10616,12038,7559,2705.993482,0.010937168,8.629362988,387
08 Chihuahua,010 Buenaventura,,52952.89349,m,23819,2499,21305,15,1,0.105,0.894,0.001,30.0210999,-107.1382239,1462.370492,25146,12437,12590,7829,7911.953925,0.031978781,3.178228822,69
08 Chihuahua,011 Camargo,,48731.88505,m,47256,1135,45941,180,1,0.024,0.972,0.004,27.82306757,-104.7938977,1316.770416,49499,23907,24692,15683,13747.00921,0.055563088,3.600710469,363
08 Chihuahua,012 Carichí,,32815.74856,c,7565,5134,2427,4,1,0.679,0.321,0.001,27.74632017,-107.0738881,2110.446746,8113,3678,3827,2233,2590.678991,0.010471087,3.131611453,231
08 Chihuahua,013 Casas Grandes,,43656.60697,m,11160,1129,10031,0,1,0.101,0.899,0,30.29801143,-108.1012721,1643.074792,11815,5821,5618,3709,3755.087558,0.015177429,3.146398005,147
08 Chihuahua,019 Chihuahua,,70210.70827,m,898073,78035,817754,2284,1,0.087,0.911,0.003,28.81946534,-106.1941092,1568.988409,937661,456716,480033,300896,8381.977912,0.033878538,111.8678682,391
08 Chihuahua,020 Chínipas,,29534.9032,m,5880,3116,2737,27,1,0.53,0.465,0.005,27.47988773,-108.4984697,1014.098901,6222,3008,2948,1790,1989.902354,0.008042849,3.126786592,138
08 Chihuahua,014 Coronado,,38008.81515,c,1939,70,1869,0,1,0.036,0.964,0,26.68768904,-105.1266188,1553,2034,986,926,673,1890.076524,0.00763937,1.076146904,40
08 Chihuahua,015 Coyame del Sotol,,39417.11309,c,1181,42,1131,8,1,0.036,0.958,0.007,29.65843887,-105.1349587,1225.194313,1230,584,569,445,11650.87351,0.047090862,0.105571483,46
08 Chihuahua,017 Cuauhtémoc,,60564.44333,m,171548,12776,158625,147,1,0.074,0.925,0.001,28.57617591,-106.8998072,2052.607895,180615,87867,91752,56943,3608.214626,0.014583794,50.06298647,461
08 Chihuahua,018 Cusihuiriachi,,44470.6892,m,4853,572,4276,5,1,0.118,0.881,0.001,28.23384702,-106.9386817,2095.883249,5099,2548,2330,1700,1608.178826,0.006499987,3.17066729,113
08 Chihuahua,021 Delicias,,55050.98716,m,142648,10895,131318,435,1,0.076,0.921,0.003,28.16881983,-105.4509578,1193.1264,150501,73309,76258,47700,533.1225145,0.002154791,282.3103431,325
08 Chihuahua,022 Dr. Belisario Domínguez,,37887.56924,c,2400,152,2243,5,1,0.063,0.935,0.002,28.02353262,-106.4590997,1650.189189,2456,1234,1205,958,1033.076185,0.004175519,2.37736581,21
08 Chihuahua,064 El Tule,,34089.72775,c,1381,130,1250,1,1,0.094,0.905,0.001,27.07015762,-106.3144526,1600.810811,1448,696,696,472,469.7027573,0.001898459,3.082800724,23
08 Chihuahua,023 Galeana,,45913.28226,m,6161,389,5770,2,1,0.063,0.937,0,30.08787391,-107.6212959,1461.474453,6656,3226,3288,1821,1729.628182,0.006990865,3.84822592,43
08 Chihuahua,025 Gómez Farías,,48867.72316,m,6729,1366,5351,12,1,0.203,0.795,0.002,29.34191825,-107.7085174,2198.75,7023,3456,3556,2550,853.3406897,0.003449059,8.230007176,12
08 Chihuahua,026 Gran Morelos,,44930.87301,c,2363,107,2251,5,1,0.045,0.953,0.002,28.30611308,-106.5757908,1793.339623,2448,1236,1185,913,485.4286503,0.001962021,5.042965631,31
08 Chihuahua,027 Guachochi,,28241.36266,m,46662,36451,10195,16,1,0.781,0.218,0,27.16732731,-107.2909223,2247.078844,50180,23047,24622,13522,6972.320685,0.028180942,7.197029837,1100
08 Chihuahua,028 Guadalupe,,54256.63578,m,3990,12,3978,0,1,0.003,0.997,0,31.1443845,-105.8762965,1172.337963,4237,2054,2050,1366,5995.235507,0.024231729,0.706727867,59
08 Chihuahua,029 Guadalupe y Calvo,,30973.8604,m,46916,26964,19807,145,1,0.575,0.422,0.003,26.17281829,-107.0382454,2004.874663,50514,24086,24351,12232,9619.0404,0.038878536,5.251459387,1046
08 Chihuahua,030 Guazapares,,24686.26304,m,7662,3755,3855,52,1,0.49,0.503,0.007,27.43822878,-108.2365112,1564.684783,8196,3608,3621,2223,1822.871115,0.007367737,4.496203781,302
08 Chihuahua,031 Guerrero,,42735.75572,m,33586,10393,23066,127,1,0.309,0.687,0.004,28.43283933,-107.4964295,2120.442604,35473,17079,17267,11829,5729.67643,0.023158384,6.191100044,441
08 Chihuahua,032 Hidalgo del Parral,,58050.49873,m,110309,6949,103197,163,1,0.063,0.936,0.001,27.06920483,-105.7012858,1675.034826,116662,55805,60272,34430,1923.595663,0.007774849,60.64788056,129
08 Chihuahua,033 Huejotitán,,31898.00888,c,780,55,725,0,1,0.071,0.929,0,27.03186776,-106.1033314,1738.72,824,375,387,281,852.8883817,0.003447231,0.966128766,33
08 Chihuahua,034 Ignacio Zaragoza,,46607.60067,m,5007,47,4959,1,1,0.009,0.99,0,29.66281348,-107.7315216,2069.255319,5196,2588,2581,1953,2860.806461,0.011562896,1.816271066,32
08 Chihuahua,035 Janos,,44929.05468,m,10173,783,9387,3,1,0.077,0.923,0,30.81907569,-108.3932199,1499.354467,11005,5624,5167,3238,7413.385144,0.02996365,1.484477035,135
